Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Berylmys,,bowersi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Berylmys,,mackenziei
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Berylmys,,manipulus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bullimus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bullimus,,bagobus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bullimus,,gamay
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bullimus,,luzonicus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,andrewsi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,chrysocomus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,coelestis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,fratrorum
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,penitus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Bunomys,,prolatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Carpomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Carpomys,,melanurus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Carpomys,,phaeurus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiromyscus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiromyscus,,chiropus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,calamianensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,gliroides
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,karlkoopmani
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,major
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,muroides
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiropodomys,,pusillus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiruromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiruromys,,forbesi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiruromys,,lamia
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chiruromys,,vates
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chrotomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chrotomys,,gonzalesi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chrotomys,,mindorensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chrotomys,,silaceus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Chrotomys,,whiteheadi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Coccymys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Coccymys,,albidens
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Coccymys,,ruemmleri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Colomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Colomys,,goslingi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Conilurus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Conilurus,,albipes
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Conilurus,,penicillatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Coryphomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Coryphomys,,buehleri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crateromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crateromys,,australis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crateromys,,heaneyi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crateromys,,paulus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crateromys,,schadenbergi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Cremnomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Cremnomys,,cutchicus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Cremnomys,,elvira
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crossomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crossomys,,moncktoni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crunomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crunomys,,celebensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crunomys,,fallax
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crunomys,,melanius
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Crunomys,,suncoides
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dacnomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dacnomys,,millardi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,alleni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,cabrali
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,foxi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,incomtus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,montanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,nudipes
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,rufulus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,rwandae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dasymys,,sua
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dephomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dephomys,,defua
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Dephomys,,eburneae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Desmomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Desmomys,,harringtoni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Desmomys,,yaldeni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Diomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Diomys,,crumpi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Diplothrix,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Diplothrix,,legata
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Echiothrix,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Echiothrix,,centrosa
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Echiothrix,,leucura
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Eropeplus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Eropeplus,,canus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Golunda,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Golunda,,ellioti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,aridulus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,buntingi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,caniceps
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,cometes
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,dolichurus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,dryas
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,gigas
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,ibeanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,kuru
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,macmillani
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,minnae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Grammomys,,poensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hadromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hadromys,,humei
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hadromys,,yunnanensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Haeromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Haeromys,,margarettae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Haeromys,,minahassae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Haeromys,,pusillus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hapalomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hapalomys,,delacouri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hapalomys,,longicaudatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Heimyscus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Heimyscus,,fumosus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Hybomys,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Typomys,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Hybomys,badius
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Hybomys,basilii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Hybomys,lunaris
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Typomys,planifrons
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Typomys,trivirgatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hybomys,Hybomys,univittatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hydromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hydromys,,chrysogaster
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hydromys,,habbema
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hydromys,,hussoni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hydromys,,neobritannicus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hydromys,,shawmayeri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,aeta
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,alleni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,baeri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,carillus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,denniae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,grandis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,parvus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hylomyscus,,stella
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hyomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hyomys,,dammermani
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Hyomys,,goliath
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Kadarsanomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Kadarsanomys,,sodyi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Komodomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Komodomys,,rintjanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lamottemys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lamottemys,,okuensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leggadina,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leggadina,,forresti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leggadina,,lakedownensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,barbarus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,bellieri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,griselda
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,hoogstraali
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,linulus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,macculus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,mittendorfi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,rosalia
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,roseveari
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,striatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lemniscomys,,zebra
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lenomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lenomys,,meyeri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lenothrix,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lenothrix,,canus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,ciliatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,edwardsi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,milleti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,neilli
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,sabanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leopoldamys,,siporanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leporillus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leporillus,,apicalis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leporillus,,conditor
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leptomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leptomys,,elegans
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leptomys,,ernstmayri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Leptomys,,signatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Limnomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Limnomys,,bryophilus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Limnomys,,sibuanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lorentzimys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Lorentzimys,,nouhuysi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Macruromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Macruromys,,elegans
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Macruromys,,major
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Madromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Madromys,,blanfordi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Malacomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Malacomys,,cansdalei
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Malacomys,,edwardsi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Malacomys,,longipes
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mallomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mallomys,,aroaensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mallomys,,gunung
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mallomys,,istapantap
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mallomys,,rothschildi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Malpaisomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Malpaisomys,,insularis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mammelomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mammelomys,,lanosus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mammelomys,,rattoides
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Margaretamys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Margaretamys,,beccarii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Margaretamys,,elegans
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Margaretamys,,parvus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastacomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastacomys,,fuscus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,awashensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,coucha
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,erythroleucus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,huberti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,kollmannspergeri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,natalensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,pernanus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mastomys,,shortridgei
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,alticola
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,baeodon
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,bartelsii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,dollmani
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,hellwaldii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,hylomyoides
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,inas
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,inflatus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,moi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,musschenbroekii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,ochraceiventer
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,pagensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,panglima
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,rajah
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,surifer
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,wattsi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Maxomys,,whiteheadi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melasmothrix,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melasmothrix,,naso
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,aerosus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,arcium
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,bannisteri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,bougainville
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,burtoni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,capensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,caurinus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,cervinipes
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,cooperae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,dollmani
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,fraterculus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,frigicola
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,fulgens
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,howi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,leucogaster
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,lutillus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,matambuai
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,obiensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,paveli
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,rubicola
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,rufescens
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,spechti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Melomys,,talaudium
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mesembriomys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mesembriomys,,gouldii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mesembriomys,,macrurus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Micaelamys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Micaelamys,,granti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Micaelamys,,namaquensis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Microhydromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Microhydromys,,musseri
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Microhydromys,,richardsoni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Micromys,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Micromys,,minutus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Millardia,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Millardia,,gleadowi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Millardia,,kathleenae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Millardia,,kondana
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Millardia,,meltada
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Muriculus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Muriculus,,imberbis
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Coelomys,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Pyromys,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,baoulei
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,booduga
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,bufo
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,callewaerti
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,caroli
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,cervicolor
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,cookii
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Coelomys,crociduroides
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,famulus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Pyromys,fernandoni
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,fragilicauda
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,goundae
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,haussa
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,indutus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Mus,macedonicus
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,mahomet
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,mattheyi
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Coelomys,mayori
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Mus,Nannomys,minutoides
