occurrence.genus_name,occurrence.species_name
Diacodexis,sp.
Knightomys,minor
Cantius,sp.
Viverravus,sp.
Oxyaena,sp.
Hyopsodus,sp.
Esthonyx,bisulcatus
Uintacyon,asodes
Heptodon,calciculus
Vulpavus,canavus
Hyopsodus,powellianus
Pantolestes,secans
Absarokius,abbotti
Absarokius,metoecus
Megalesthonyx,hopsoni
Eotitanops,sp.
Antiacodon,sp.
Diacodexis,sp.
Cantius,frugivorus
Lambdotherium,popoagicum
Paramys,copei
Prototomus,sp.
Viverravus,sp.
Coryphodon,sp.
Phenacodus,intermedius
Didymictis,sp.
Hyopsodus,sp.
Esthonyx,bisulcatus
Phenacodus,vortmani
Sifrhippus,grangeri
Knightomys,depressus
Hapalodectes,leptognathus
Vulpavus,canavus
Hyopsodus,powellianus
Heptodon,posticus
Pantolestes,secans
Esthonyx,acutidens
Bunophorus,macropternus
Absarokius,abbotti
Absarokius,metoecus
Megalesthonyx,hopsoni
Antiacodon,sp.
Diacodexis,sp.
Cantius,sp.
Lambdotherium,popoagicum
Sifrhippus,pernix
Didymictis,sp.
Hyopsodus,sp.
Esthonyx,bisulcatus
Phenacodus,vortmani
Sifrhippus,grangeri
Heptodon,posticus
Bunophorus,macropternus
Prolimnocyon,antiquus
Megalesthonyx,hopsoni
Ambloctonus,sinosus
Cantius,sp.
Absarokius,metoecus
Lambdotherium,popoagicum
Paramys,copei
Coryphodon,sp.
Hyopsodus,sp.
Sifrhippus,grangeri
Megalesthonyx,hopsoni
Lambdotherium,popoagicum
Strigorhysis,bridgerensis
Lambdotherium,sp.
Megalesthonyx,sp.
Tetonius,sp.
Tetonius,sp.
Hyracotherium,sp.
Palaeanodon,ignavus
Prodiacodon,tauricinerei
Apatemys,sp.
Deltatherium,absarokae
Tritemnodon,sp.
Prototomus,sp.
Prolimnocyon,sp.
Thryptacodon,antiquus
Chriacus,sp.
Viverravus,acutus
Vulpavus,australis
Vulpavus,canavus
Miacis,exiguus
Vassacyon,promicrodon
Uintacyon,rudis
Microsyops,angustidens
Cantius,abditus
Copelemur,sp.
Palaeanodon,ignavus
Esthonyx,bisulcatus
Coryphodon,sp.
Hyracotherium,sp.
Homogalax,protapirinus
Diacodexis,metsiacus
Bunophorus,sp.
Microsyops,cardiorestes
Didymictis,sp.
Hyopsodus,sp.
Phenacodus,sp.
Bunophorus,robustus
Apheliscus,sp.
Macrocranion,nitens
Talpavoides,sp.
Peradectes,sp.
Palaeosinopa,veterrima
Deltatherium,absarokae
Tritemnodon,sp.
Chriacus,sp.
Anacodon,ursidens
Viverravus,sp.
Vulpavus,sp.
Miacis,exiguus
Microsyops,latidens
Absarokius,metoecus
Esthonyx,bisulcatus
Coryphodon,sp.
Hyopsodus,minor
Phenacodus,vortmani
Hyracotherium,sp.
Xenicohippus,grangeri
Diacodexis,metsiacus
Bunophorus,sp.
Galecyon,mordax
Didymictis,sp.
Hyopsodus,sp.
Bunophorus,robustus
Palaeictops,bicuspis
Apatemys,bellulus
Apatemys,rodens
Didelphodus,sp.
Prolimnocyon,sp.
Oxyaena,forcipata
Chriacus,sp.
Anacodon,ursidens
Viverravus,acutus
Viverravus,lutosus
Vulpavus,australis
Vulpavus,canavus
Miacis,petilus
Vassacyon,promicrodon
Uintacyon,asodes
Oodectes,sp.
Macrocranion,nitens
Microsyops,latidens
Anemorhysis,pattersoni
Absarokius,metoecus
Cantius,abditus
Palaeanodon,ignavus
Esthonyx,sp.
Ectoganus,gliriformis
Coryphodon,sp.
Hyopsodus,minor
Phenacodus,vortmani
Hyracotherium,sp.
Xenicohippus,grangeri
Homogalax,sp.
Heptodon,calciculus
Diacodexis,metsiacus
Bunophorus,grangeri
Prototomus,strenuus
Gazinocyon,vulpeculus
Thryptacodon,antiquus
Didymictis,protenus
Hyopsodus,sp.
Bunophorus,robustus
Prodiacodon,tauricinerei
Palaeictops,bicuspis
Haplomylus,sp.
Apatemys,rodens
Tritemnodon,sp.
Prototomus,sp.
Prolimnocyon,atavus
Didymictis,sp.
Viverravus,acutus
Viverravus,politus
Vulpavus,australis
Vulpavus,canavus
Miacis,exiguus
Oodectes,sp.
Centetodon,neashami
Microsyops,angustidens
Steinius,vespertinus
Absarokius,metoecus
Cantius,abditus
Palaeanodon,ignavus
Esthonyx,sp.
Coryphodon,sp.
Apheliscus,sp.
Hyracotherium,sp.
Diacodexis,metsiacus
Microsyops,cardiorestes
Cantius,frugivorus
Hyopsodus,sp.
Bunophorus,robustus
Palaeictops,bicuspis
Palaeosinopa,veterrima
Deltatherium,absarokae
Prototomus,sp.
Chriacus,sp.
Anacodon,ursidens
Didymictis,sp.
Viverravus,acutus
Vulpavus,australis
Vulpavus,canavus
Miacis,exiguus
Vassacyon,promicrodon
Microsyops,latidens
Absarokius,metoecus
Cantius,abditus
Esthonyx,sp.
Coryphodon,sp.
Hyopsodus,minor
Phenacodus,vortmani
Hyracotherium,sp.
Xenicohippus,grangeri
Diacodexis,metsiacus
Bunophorus,sp.
Prototomus,strenuus
Hyopsodus,sp.
Copecion,brachypternus
Vulpavus,canavus
Absarokius,abbotti
Absarokius,metoecus
Hyopsodus,sp.
Apatemys,sp.
Didelphodus,sp.
Anemorhysis,wortmani
Absarokius,abbotti
Absarokius,metoecus
Protorohippus,montanum
Prodiacodon,sp.
Paramys,hunti
Microparamys,bayi
Strathcona,minor
Strathcona,major
Prolimnocyon,sp.
Viverravus,sp.
Vulpavus,sp.
Miacis,sp.
Lambdotherium,sp.
Palaeonictis,sp.
Pachyaena,sp.
Anacodon,sp.
Arcticanodon,dawsonae
Palaeosinopa,nunavutensis
Plagiomene,sp.
Coryphodon,pisuqti
Coryphodon,pisuqti
Thuliadanta,mayri
Coryphodon,sp.
Parectypodus,lunatus
Neoliotomus,ultimus
Arctodontomys,wilsoni
Viverravus,acutus
Viverravus,rosei
Acritoparamys,atavus
Acritoparamys,atwateri
Apheliscus,chydaeus
Apheliscus,wapitiensis
Arfia,shoshoniensis
Cantius,mckennai
Cardiolophus,radinskyi
Coryphodon,eocaenus
Diacodexis,metsiacus
Ectocion,osbornianus
Esthonyx,spatularius
Haplomylus,speirianus
Hyopsodus,loomisi
Sifrhippus,grangeri
Ignacius,graybullianus
Labidolemur,kayi
Leptacodon,sp.
Miacis,exiguus
Niptomomys,doreenae
Niptomomys,sp.
Palaeictops,bicuspis
Palaeosinopa,lutreola
Paramys,sp.
Peradectes,chesteri
Phenacodus,sp.
Phenacolemur,praecox
Phenacolemur,simonsi
Prodiacodon,tauricinerei
Prototomus,martis
Teilhardina,americana
Thryptacodon,antiquus
Tinimomys,graybulliensis
Uintacyon,rudis
Wyolestes,apheles
Arfia,zele
Prototomus,deimos
Prototomus,phobos
Acritoparamys,atwateri
Apheliscus,chydaeus
Cantius,ralstoni
Coryphodon,eocaenus
Diacodexis,metsiacus
Ectocion,osbornianus
Esthonyx,spatularius
Hyopsodus,loomisi
Sifrhippus,grangeri
Palaeosinopa,incerta
Paramys,taurus
Phenacodus,vortmani
Uintacyon,rudis
Arfia,shoshoniensis
Prototomus,martis
Cantius,mckennai
Diacodexis,metsiacus
Esthonyx,spatularius
Haplomylus,speirianus
Hyopsodus,loomisi
Sifrhippus,grangeri
Phenacodus,vortmani
Thryptacodon,antiquus
Neoliotomus,ultimus
Wyolestes,apheles
Paramys,pycnus
Arctodontomys,wilsoni
Arfia,shoshoniensis
Prototomus,phobos
Acritoparamys,atwateri
Azygonyx,sp.
Cantius,ralstoni
Coryphodon,eocaenus
Diacodexis,metsiacus
Didymictis,protenus
Ectocion,osbornianus
Esthonyx,spatularius
Haplomylus,speirianus
Hyopsodus,loomisi
Sifrhippus,grangeri
Oxyaena,gulo
Pachyaena,gracilis
Palaeictops,bicuspis
Paramys,sp.
Phenacodus,vortmani
Thryptacodon,antiquus
Uintacyon,rudis
Viverravus,acutus
Arfia,zele
Prototomus,phobos
Palaeonictis,occidentalis
Azygonyx,sp.
Cantius,ralstoni
Cardiolophus,radinskyi
Coryphodon,eocaenus
Dipsalidictis,transiens
Ectocion,osbornianus
Esthonyx,spatularius
Hyopsodus,loomisi
Sifrhippus,grangeri
Palaeosinopa,incerta
Phenacodus,intermedius
Phenacodus,vortmani
Uintacyon,rudis
Sifrhippus,sandrae
Ectocion,parvus
Coryphodon,eocaenus
Tetonius,matthewi
Arfia,shoshoniensis
Arctodontomys,wilsoni
Cantius,mckennai
Cardiolophus,radinskyi
Copecion,brachypternus
Coryphodon,eocaenus
Diacodexis,metsiacus
Didymictis,leptomylus
Didymictis,protenus
Ectocion,osbornianus
Ectoganus,sp.
Ectypodus,tardus
Esthonyx,bisulcatus
Haplomylus,speirianus
Homogalax,protapirinus
Hyopsodus,loomisi
Sifrhippus,aemulor
Labidolemur,sp.
Miacis,deutschi
Niptomomys,doreenae
Oxyaena,gulo
Pachyaena,gracilis
Palaeosinopa,incerta
Palaeosinopa,lutreola
Paramys,taurus
Phenacodus,intermedius
Phenacodus,vortmani
Phenacolemur,simonsi
Thryptacodon,antiquus
Viverravus,acutus
Viverravus,politus
Arfia,opisthotoma
Oxyaena,intermedia
Cantius,mckennai
Esthonyx,bisulcatus
Haplomylus,scottianus
Homogalax,protapirinus
Hyracotherium,sp.
Phenacodus,trilobatus
Arfia,shoshoniensis
Prototomus,martis
Prolimnocyon,atavus
Oxyaena,gulo
Cantius,mckennai
Coryphodon,eocaenus
Diacodexis,metsiacus
Dissacus,sp.
Esthonyx,spatularius
Haplomylus,speirianus
Cardiolophus,radinskyi
Sifrhippus,grangeri
Miacis,deutschi
Phenacodus,sp.
Tetonius,sp.
Thryptacodon,antiquus
Palaeosinopa,sp.
Esthonyx,sp.
Hyopsodus,sp.
Homogalax,sp.
Peradectes,guottai
Pachyaena,gracilis
Coryphodon,sp.
Hexacodus,uintensis
Cantius,sp.
Copelemur,australotutus
Ectoganus,sp.
Reithroparamys,sp.
Didymictis,altidens
Vulpavus,australis
Heptodon,sp.
Hexacodus,uintensis
Prototomus,secundarius
Hyopsodus,sp.
Hyopsodus,powellianus
Meniscotherium,chamense
Minippus,index
Coryphodon,sp.
Coryphodon,sp.
Coryphodon,sp.
Phenacodus,sp.
Coryphodon,sp.
Coryphodon,sp.
Phenacodus,sp.
Ectoganus,gliriformis
Coryphodon,sp.
Hyopsodus,sp.
Minippus,index
Oxyaena,forcipata
Coryphodon,sp.
Esthonyx,bisulcatus
Coryphodon,sp.
Coryphodon,armatus
Phenacodus,sp.
Minippus,index
Coryphodon,armatus
Hyopsodus,sp.
Phenacodus,sp.
Esthonyx,bisulcatus
Coryphodon,sp.
Coryphodon,sp.
Coryphodon,armatus
Coryphodon,sp.
Miacis,petilus
Oxyaena,forcipata
Didymictis,protenus
Phenacodus,vortmani
Prototomus,secundarius
Prototomus,strenuus
Didymictis,protenus
Prototomus,secundarius
Prolimnocyon,atavus
Prototomus,martis
Palaeanodon,ignavus
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,minor
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Neoliotomus,ultimus
Hyopsodus,simplex
Hyopsodus,loomisi
Diacodexis,primus
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Hyopsodus,simplex
Hyopsodus,loomisi
Notharctus,venticolus
Esthonyx,acutidens
Coryphodon,sp.
Heptodon,sp.
Meniscotherium,chamense
Meniscotherium,chamense
Coryphodon,sp.
Hyracotherium,sp.
Phenacodus,intermedius
Ectoganus,bighornensis
Ectocion,parvus
Phenacodus,vortmani
Viverravus,gracilis
Hyopsodus,walcottianus
Lambdotherium,popoagicum
Heptodon,sp.
Microsyops,scottianus
Protorohippus,venticolum
Bunophorus,sinclairi
Pelycodus,jarrovii
Loveina,zephyri
Esthonyx,acutidens
Megalesthonyx,sp.
Paramys,excavatus
Oxyaena,lupina
Viverravus,gracilis
Didymictis,altidens
Hyopsodus,wortmani
Hyopsodus,walcottianus
Phenacodus,vortmani
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Diacodexis,minutus
Palaeictops,multicuspis
Microsyops,knightensis
Microsyops,scottianus
Simpsonlemur,jepseni
Stylinodon,mirus
Coryphodon,armatus
Bunophorus,sinclairi
Loveina,zephyri
Hapalodectes,leptognathus
Paramys,copei
Viverravus,gracilis
Palaeosyops,borealis
Palaeictops,bicuspis
Esthonyx,acutidens
Coryphodon,sp.
Hyopsodus,wortmani
Hyracotherium,vasacciense
Diacodexis,kelleyi
Talpavus,sp.
Microsyops,latidens
Notoparamys,costilloi
Didymictis,sp.
Xenicohippus,osborni
Coryphodon,sp.
Phenacodus,vortmani
Hyracotherium,vasacciense
Coryphodon,sp.
Hyopsodus,wortmani
Lambdotherium,popoagicum
Microsyops,latidens
Xenicohippus,osborni
Microsyops,angustidens
Cantius,frugivorus
Microsyops,sp.
Cantius,sp.
Hyopsodus,sp.
Coryphodon,lobatus
Ectypodus,childei
Peratherium,sp.
Nyctitherium,sp.
Niptomomys,doreenae
Paramys,sp.
Chriacus,gallinae
Miacis,exiguus
Hyopsodus,loomisi
Apheliscus,sp.
Esthonyx,spatularius
Didelphodus,altidens
Prodiacodon,tauricinerei
Macrocranion,nitens
Labidolemur,kayi
Simpsonlemur,jepseni
Cantius,mckennai
Microsyops,angustidens
Mattimys,sp.
Hyopsodus,simplex
Esthonyx,sp.
Paramys,excavatus
Acritoparamys,francesi
Coryphodon,armatus
Coryphodon,radians
Hyracotherium,vasacciense
Hexacodus,pelodes
Hexacodus,uintensis
Microsyops,sp.
Hyopsodus,powellianus
Phenacodus,sp.
Heptodon,calciculus
Peratherium,edwardi
Notharctus,venticolus
Chlororhysis,knightensis
Anemorhysis,sublettensis
Esthonyx,acutidens
Paramys,excavatus
Paramys,copei
Knightomys,senior
Dawsonomys,woodi
Thryptacodon,antiquus
Ambloctonus,major
Didymictis,altidens
Viverravus,lutosus
Uintacyon,asodes
Miacis,latidens
Hyopsodus,wortmani
Antiacodon,mentalis
Coryphodon,radians
Coryphodon,lobatus
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Heptodon,posticus
Bunophorus,macropternus
Hexacodus,pelodes
Peradectes,chesteri
Palaeictops,bicuspis
Apatemys,bellulus
Cantius,nunienus
Loveina,sheai
Absarokius,abbotti
Microsyops,knightensis
Tubulodon,pearcei
Oxyaena,lupina
Prolimnocyon,antiquus
Wyolestes,dioctes
Gazinocyon,vulpeculus
Prototomus,strenuus
Miacis,sp.
Vulpavus,australis
Meniscotherium,chamense
Heptodon,calciculus
Diacodexis,sp.
Oxyaena,lupina
Oxyaena,simpsoni
Vulpavus,australis
Ectoganus,gliriformis
Esthonyx,bisulcatus
Coryphodon,armatus
Apatemys,bellulus
Cantius,angulatus
Copelemur,tutus
Microsyops,angustidens
Microsyops,latidens
Paramys,copei
Knightomys,depressus
Hyopsodus,lysitensis
Hyopsodus,minor
Antiacodon,mentalis
Meniscotherium,chamense
Meniscotherium,tapiacitum
Hyracotherium,vasacciense
Xenicohippus,sp.
Diacodexis,metsiacus
Bunophorus,grangeri
Ambloctonus,sinosus
Didymictis,sp.
Cantius,frugivorus
Paramys,nini
Copecion,brachypternus
Systemodon,tapirinus
Pantolestes,chacensis
Lambdotherium,popoagicum
Microsyops,scottianus
Meniscotherium,chamense
Hyopsodus,wortmani
Hyracotherium,vasacciense
Lambdotherium,popoagicum
Paramys,copei
Cantius,nunienus
Lambdotherium,popoagicum
Cantius,nunienus
Bunophorus,sp.
Herpetotherium,innominatum
Palaeosinopa,lutreola
Palaeictops,bicuspis
Anemorhysis,wortmani
Meniscotherium,chamense
Hyopsodus,wortmani
Hyracotherium,vasacciense
Pantolestes,secans
Viverravus,minutus
Sciuravus,nitidus
Knightomys,depressus
Palaeanodon,sp.
Peratherium,marsupium
Simpsonlemur,jepseni
Cantius,nunienus
Vulpavus,canavus
Cantius,nunienus
Prolimnocyon,sp.
Oxyaena,sp.
Hyopsodus,sp.
Phenacodus,vortmani
Esthonyx,sp.
Esteslestes,ensis
Ectocion,ignotum
Meniscotherium,chamense
Dissacus,sp.
Caenolambda,jepseni
Diacodexis,gracilis
Wyolestes,iglesius
Prototomus,phobos
Coryphodon,sp.
Esthonyx,sp.
Meniscotherium,tapiacitum
Aceroryctes,dulcis
Haplomylus,speirianus
Cardiolophus,semihians
Tetonius,matthewi
Reithroparamys,sp.
Acritoparamys,sp.
Peradectes,sp.
Centetodon,sp.
Hyopsodus,sp.
Tubulodon,sp.
Acritoparamys,sp.
Knightomys,sp.
Uintasorex,sp.
Hyopsodus,sp.
Microparamys,sp.
Meniscotherium,tapiacitum
Microparamys,sp.
Palaeoryctes,sp.
Ignacius,graybullianus
Esthonyx,spatularius
Hyopsodus,loomisi
Ectocion,osbornianus
Hapalodectes,anthracinus
Diacodexis,metsiacus
Sifrhippus,grangeri
Cardiolophus,radinskyi
Ectocion,osbornianus
Haplomylus,speirianus
Paramys,taurus
Phenacodus,vortmani
Cantius,mckennai
Phenacodus,intermedius
Gracilocyon,winkleri
Coryphodon,eocaenus
Hapalodectes,leptognathus
Prototomus,secundarius
Oxyaena,forcipata
Didymictis,protenus
Absarokius,abbotti
Cardiolophus,semihians
Bunophorus,large_sp.
Cantius,abditus
Chriacus,gallinae
Cantius,frugivorus
Coryphodon,eocaenus
Coryphodon,lobatus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Heptodon,calciculus
Homogalax,protapirinus
Hyopsodus,lysitensis
Hyopsodus,minor
Hyopsodus,powellianus
Systemodon,tapirinus
Sifrhippus,pernix
Miacis,exiguus
Miacis,petilus
Microsyops,latidens
Palaeanodon,sp.
Palaeictops,bicuspis
Paramys,copei
Paramys,taurus
Paramys,v._large_sp.
Phenacodus,vortmani
Vulpavus,australis
Vulpavus,canavus
Prototomus,secundarius
Didymictis,protenus
Cantius,trigonodus
Coryphodon,eocaenus
Didymictis,leptomylus
Homogalax,protapirinus
Sifrhippus,pernix
Hyopsodus,sp.
Prototomus,robustus
Oxyaena,intermedia
Viverravus,acutus
Viverravus,rosei
Cantius,mckennai
Coryphodon,eocaenus
Ectocion,osbornianus
Esthonyx,spatularius
Haplomylus,scottianus
Homogalax,protapirinus
Hyopsodus,latidens
Palaeonictis,occidentalis
Phenacodus,trilobatus
Plagiomene,multicuspis
Viverravus,laytoni
Hyracotherium,sp.
Palaeosinopa,sp.
Paramys,sp.
Tetonius,sp.
Arfia,shoshoniensis
Prototomus,martis
Oxyaena,gulo
Viverravus,acutus
Didymictis,protenus
Arctodontomys,wilsoni
Cantius,mckennai
Cardiolophus,radinskyi
Coryphodon,eocaenus
Diacodexis,metsiacus
Ectocion,osbornianus
Esthonyx,bisulcatus
Haplomylus,speirianus
Homogalax,protapirinus
Hyopsodus,loomisi
Sifrhippus,aemulor
Miacis,deutschi
Oxyaena,intermedia
Palaeanodon,ignavus
Paramys,copei
Phenacodus,intermedius
Phenacodus,vortmani
Phenacolemur,sp.
Thryptacodon,antiquus
Vassacyon,promicrodon
Viverravus,browni
Wyolestes,apheles
Prolimnocyon,atavus
Viverravus,acutus
Didymictis,protenus
Anacodon,ursidens
Apheliscus,insidiosus
Bunophorus,etsagicus
Cantius,abditus
Coryphodon,lobatus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Heptodon,calciculus
Hyopsodus,lysitensis
Hyopsodus,minor
Systemodon,tapirinus
Sifrhippus,pernix
Miacis,exiguus
Microsyops,latidens
Palaeanodon,ignavus
Phenacodus,vortmani
Prototomus,robustus
Oxyaena,sp.
Paramys,sp.
Viverravus,acutus
Didymictis,protenus
Bunophorus,etsagicus
Cantius,abditus
Hyopsodus,lysitensis
Hyopsodus,minor
Sifrhippus,pernix
Microsyops,latidens
Phenacodus,vortmani
Prototomus,secundarius
Prolimnocyon,atavus
Viverravus,acutus
Didymictis,protenus
Absarokius,metoecus
Anacodon,ursidens
Apheliscus,insidiosus
Cantius,abditus
Cardiolophus,semihians
Copecion,brachypternus
Coryphodon,armatus
Coryphodon,lobatus
Diacodexis,metsiacus
Deltatherium,absarokae
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,simplex
Sifrhippus,pernix
Miacis,exiguus
Miacis,petilus
Microsyops,latidens
Oxyaena,forcipata
Palaeictops,bicuspis
Palaeosinopa,veterrima
Phenacodus,intermedius
Phenacodus,vortmani
Simpsonlemur,citatus
Prototomus,robustus
Prototomus,strenuus
Viverravus,acutus
Didymictis,protenus
Cantius,abditus
Diacodexis,metsiacus
Hyopsodus,miticulus
Chriacus,sp.
Didymictis,sp.
Hyracotherium,sp.
Phenacodus,sp.
Viverravus,sp.
Vulpavus,sp.
Prototomus,secundarius
Ambloctonus,priscus
Cantius,abditus
Coryphodon,eocaenus
Hyopsodus,minor
Hyopsodus,miticulus
Anacodon,sp.
Bunophorus,sp.
Heptodon,sp.
Hyracotherium,sp.
Prolimnocyon,sp.
Oxyaena,forcipata
Viverravus,acutus
Didymictis,protenus
Absarokius,abbotti
Cantius,abditus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Hyopsodus,minor
Hyopsodus,miticulus
Xenicohippus,craspedotum
Microsyops,latidens
Anacodon,sp.
Didelphodus,sp.
Heptodon,sp.
Homogalax,sp.
Pachyaena,sp.
Paramys,sp.
Phenacodus,sp.
Viverravus,sp.
Vulpavus,sp.
Prototomus,strenuus
Viverravus,acutus
Cantius,abditus
Coryphodon,eocaenus
Diacodexis,metsiacus
Hyopsodus,minor
Hyopsodus,miticulus
Microsyops,latidens
Heptodon,sp.
Hyracotherium,sp.
Paramys,sp.
Viverravus,sp.
Oxyaena,intermedia
Viverravus,acutus
Didymictis,protenus
Absarokius,metoecus
Tubulodon,atopum
Cantius,abditus
Cardiolophus,semihians
Chriacus,gallinae
Coryphodon,armatus
Coryphodon,lobatus
Diacodexis,metsiacus
Bunophorus,robustus
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,miticulus
Hyopsodus,simplex
Systemodon,tapirinus
Sifrhippus,pernix
Miacis,petilus
Microparamys,cheradius
Microsyops,angustidens
Microsyops,cardiorestes
Palaeictops,bicuspis
Paramys,taurus
Phenacodus,vortmani
Simpsonlemur,citatus
Vassacyon,promicrodon
Vulpavus,australis
Palaeanodon,sp.
Viverravus,acutus
Didymictis,protenus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Hyopsodus,minor
Hyopsodus,miticulus
Didymictis,sp.
Hyracotherium,sp.
Viverravus,sp.
Prototomus,phobos
Oxyaena,forcipata
Viverravus,acutus
Haplomylus,scottianus
Hyopsodus,simplex
Bunophorus,etsagicus
Apheliscus,insidiosus
Cantius,abditus
Cardiolophus,semihians
Coryphodon,armatus
Coryphodon,lobatus
Diacodexis,metsiacus
Deltatherium,absarokae
Didymictis,protenus
Esthonyx,bisulcatus
Homogalax,protapirinus
Systemodon,tapirinus
Sifrhippus,pernix
Leipsanolestes,siegfriedti
Miacis,exiguus
Microparamys,cheradius
Microsyops,angustidens
Oxyaena,intermedia
Mesonyx,ossifragus
Palaeanodon,ignavus
Palaeictops,bicuspis
Palaeosinopa,veterrima
Paramys,taurus
Phenacodus,intermedius
Phenacodus,trilobatus
Phenacodus,vortmani
Plagiomene,multicuspis
Prototomus,robustus
Pseudotetonius,ambiguus
Teilhardina,americana
Tetonius,matthewi
Thryptacodon,antiquus
Thryptacodon,antiquus
Uintacyon,rudis
Vassacyon,promicrodon
Vulpavus,australis
Prototomus,martis
Viverravus,acutus
Viverravus,politus
Didymictis,protenus
Arfia,opisthotoma
Cantius,trigonodus
Coryphodon,radians
Diacodexis,metsiacus
Bunophorus,robustus
Ectocion,osbornianus
Ectoganus,gliriformes
Esthonyx,bisulcatus
Haplomylus,scottianus
Homogalax,protapirinus
Hyopsodus,latidens
Systemodon,tapirinus
Sifrhippus,pernix
Paramys,taurus
Phenacodus,intermedius
Plagiomene,multicuspis
Tetonius,matthewi
Thryptacodon,antiquus
Vassacyon,promicrodon
Vulpavus,australis
Prototomus,robustus
Viverravus,acutus
Didymictis,protenus
Cantius,trigonodus
Diacodexis,metsiacus
Esthonyx,bisulcatus
Hyopsodus,latidens
Sifrhippus,pernix
Coryphodon,sp.
Palaeosinopa,sp.
Phenacodus,sp.
Viverravus,acutus
Didymictis,protenus
Haplomylus,scottianus
Acritoparamys,atwateri
Apheliscus,insidiosus
Cantius,trigonodus
Coryphodon,radians
Diacodexis,metsiacus
Bunophorus,robustus
Ectocion,osbornianus
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,latidens
Systemodon,tapirinus
Sifrhippus,pernix
Oxyaena,forcipata
Pachyaena,gracilis
Palaeosinopa,lutreola
Paramys,copei
Paramys,taurus
Phenacodus,intermedius
Phenacodus,trilobatus
Plagiomene,multicuspis
Prototomus,robustus
Teilhardina,crassidens
Tetonius,matthewi
Prototomus,martis
Haplomylus,scottianus
Coryphodon,radians
Homogalax,protapirinus
Hyopsodus,latidens
Sifrhippus,pernix
Phenacodus,intermedius
Phenacodus,trilobatus
Didymictis,leptomylus
Arfia,opisthotoma
Cantius,mckennai
Coryphodon,radians
Diacodexis,metsiacus
Ectocion,osbornianus
Esthonyx,bisulcatus
Haplomylus,speirianus
Homogalax,protapirinus
Hyopsodus,latidens
Sifrhippus,aemulor
Palaeosinopa,lutreola
Paramys,copei
Paramys,taurus
Phenacodus,intermedius
Phenacodus,trilobatus
Thryptacodon,antiquus
Palaeanodon,sp.
Haplomylus,speirianus
Prototomus,strenuus
Viverravus,acutus
Didymictis,protenus
Palaeanodon,ignavus
Cantius,abditus
Bunophorus,robustus
Homogalax,protapirinus
Hyopsodus,simplex
Systemodon,tapirinus
Sifrhippus,pernix
Miacis,exiguus
Miacis,petilus
Microparamys,hunterae
Microsyops,angustidens
Oxyaena,intermedia
Phenacodus,vortmani
Vulpavus,australis
Coryphodon,sp.
Palaeanodon,sp.
Absarokius,metoecus
Copecion,brachypternus
Vulpavus,australis
Viverravus,acutus
Didymictis,protenus
Acritoparamys,atwateri
Apheliscus,insidiosus
Cantius,abditus
Diacodexis,metsiacus
Bunophorus,robustus
Esthonyx,bisulcatus
Homogalax,protapirinus
Hyopsodus,miticulus
Hyopsodus,simplex
Systemodon,tapirinus
Sifrhippus,pernix
Ignacius,graybullianus
Microparamys,cheradius
Microsyops,angustidens
Oxyaena,intermedia
Paramys,copei
Paramys,taurus
Phenacodus,vortmani
Apatemys,sp.
Coryphodon,sp.
Teilhardina,sp.
Tubulodon,atopum
Viverravus,acutus
Didymictis,protenus
Acritoparamys,atwateri
Arfia,opisthotoma
Cantius,trigonodus
Coryphodon,radians
Diacodexis,metsiacus
Bunophorus,robustus
Esthonyx,bisulcatus
Haplomylus,scottianus
Homogalax,protapirinus
Hyopsodus,latidens
Systemodon,tapirinus
Sifrhippus,pernix
Miacis,exiguus
Miacis,petilus
Microsyops,angustidens
Oxyaena,forcipata
Pachyaena,gracilis
Palaeanodon,nievelti
Palaeictops,bicuspis
Palaeosinopa,veterrima
Palaeosinopa,veterrima
Paramys,copei
Phenacodus,intermedius
Phenacodus,trilobatus
Phenacodus,vortmani
Plagiomene,multicuspis
Tetonius,matthewi
Thryptacodon,antiquus
Vulpavus,australis
