Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Vandeleuria,,oleracea,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Vernaya,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Vernaya,,fulva,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Xenuromys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Xenuromys,,barbatus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Xeromys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Xeromys,,myoides,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zelotomys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zelotomys,,hildegardeae,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zelotomys,,woosnami,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zyzomys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zyzomys,,argurus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zyzomys,,maini,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zyzomys,,palatilis,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zyzomys,,pedunculatus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Murinae,,Zyzomys,,woodwardi,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Myotomys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Myotomys,,sloggetti,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Myotomys,,unisulcatus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,anchietae,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,angoniensis,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,barbouri,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,burtoni,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,cuanzensis,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,dartmouthi,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,denti,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,dollmani,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,irroratus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,jacksoni,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,lacustris,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,laminatus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,maximus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,occidentalis,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,orestes,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,saundersiae,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,tropicalis,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,typus,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Otomys,,uzungwensis,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Parotomys,,,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Parotomys,,brantsii,
RODENTIA,MYOMORPHA,,Muroidea,Muridae,Otomyinae,,Parotomys,,littledalei,
RODENTIA,ANOMALUROMORPHA,,,,,,,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,,,,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,beecrofti,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,derbianus,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,pelii,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,pelii,pelii
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,pelii,auzembergeri
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Anomalurinae,,Anomalurus,,pusillus,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Zenkerellinae,,,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Zenkerellinae,,Idiurus,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Zenkerellinae,,Idiurus,,macrotis,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Zenkerellinae,,Idiurus,,zenkeri,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Zenkerellinae,,Zenkerella,,,
RODENTIA,ANOMALUROMORPHA,,,Anomaluridae,Zenkerellinae,,Zenkerella,,insignis,
RODENTIA,ANOMALUROMORPHA,,,Pedetidae,,,,,,
RODENTIA,ANOMALUROMORPHA,,,Pedetidae,,,Pedetes,,,
RODENTIA,ANOMALUROMORPHA,,,Pedetidae,,,Pedetes,,capensis,
RODENTIA,ANOMALUROMORPHA,,,Pedetidae,,,Pedetes,,surdaster,
RODENTIA,HYSTRICOMORPHA,,,,,,,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,,,,,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Ctenodactylus,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Ctenodactylus,,gundi,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Ctenodactylus,,vali,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Felovia,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Felovia,,vae,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Massoutiera,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Massoutiera,,mzabi,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Pectinator,,,
RODENTIA,HYSTRICOMORPHA,CTENODACTYLOMORPHI,,Ctenodactylidae,,,Pectinator,,spekei,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Bathyergus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Bathyergus,,janetta,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Bathyergus,,suillus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,amatus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,anselli,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,bocagei,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,damarensis,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,darlingi,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,foxi,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,hottentotus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,hottentotus,hottentotus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,hottentotus,natalensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,hottentotus,whytei
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,kafuensis,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,mechowi,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,mechowi,mechowi
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,mechowi,mellandi
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,ochraceocinereus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,ochraceocinereus,ochraceocinereus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,ochraceocinereus,oweni
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Cryptomys,,zechi,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Georychus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Georychus,,capensis,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,argenteocinereus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,albifrons
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,angonicus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,emini
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,kapiti
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,marungensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,mottoulei
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,robustus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Bathyerginae,,Heliophobius,,argenteocinereus,spalax
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Heterocephalinae,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Heterocephalinae,,Heterocephalus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Bathyergidae,Heterocephalinae,,Heterocephalus,,glaber,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Atherurus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Atherurus,,africanus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Atherurus,,macrourus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Hystrix,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Thecurus,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Hystrix,africaeaustralis,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Hystrix,africaeaustralis,africaeaustralis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Hystrix,africaeaustralis,zuluensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,brachyura,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,brachyura,brachyura
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,brachyura,bengalensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,brachyura,hodgsoni
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,brachyura,subcristata
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,brachyura,yunnanensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Thecurus,crassispinis,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Hystrix,cristata,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Hystrix,indica,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Acanthion,javanica,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Thecurus,pumila,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Hystrix,Thecurus,sumatrae,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Trichys,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Hystricidae,,,Trichys,,fasciculata,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,typicus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,ausensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,barbiensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,cinnamomeus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,coetzeei
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,cunealis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,greeni
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,guinasensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,karasensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,kobosensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,majoriae
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,namaquensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,pallidior
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,tropicalis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Petromuridae,,,Petromus,,typicus,windhoekensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Thryonomyidae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Thryonomyidae,,,Thryonomys,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Thryonomyidae,,,Thryonomys,,gregorianus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Thryonomyidae,,,Thryonomys,,gregorianus,gregorianus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Thryonomyidae,,,Thryonomys,,gregorianus,sclateri
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Thryonomyidae,,,Thryonomys,,swinderianus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Chaetomyinae,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Chaetomyinae,,Chaetomys,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Chaetomyinae,,Chaetomys,,subspinosus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,bicolor,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,bicolor,bicolor
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,bicolor,quichua
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,bicolor,richardsoni
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,bicolor,simonsi
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,nycthemera,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,prehensilis,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Coendou,,rothschildi,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Echinoprocta,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Echinoprocta,,rufescens,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,dorsata
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,bruneri
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,couesi
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,epixanthus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,myops
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,nigrescens
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Erethizon,,dorsata,picinum
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,ichillus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,insidiosus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,melanurus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,mexicanus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,mexicanus,mexicanus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,mexicanus,laenatus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,mexicanus,yucataniae
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,pruinosus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,roosmalenorum,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,spinosus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,vestitus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Erethizontidae,Erethizontinae,,Sphiggurus,,villosus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Chinchilla,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Chinchilla,,chinchilla,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Chinchilla,,chinchilla,chinchilla
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Chinchilla,,chinchilla,boliviana
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Chinchilla,,lanigera,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,peruanum
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,arequipe
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,inca
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,pallipes
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,punensis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,saturata
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,peruanum,subrosea
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,viscacia
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,boxi
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,cuscus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,cuvieri
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,famatinae
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,lockwoodi
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,moreni
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,perlutea
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,sarae
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,tontalis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,tucumana
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,viatorum
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,viscacia,vulcani
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagidium,,wolffsohni,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagostomus,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagostomus,,crassus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagostomus,,maximus,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagostomus,,maximus,maximus
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagostomus,,maximus,inmollis
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Chinchillidae,,,Lagostomus,,maximus,petilidens
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Dinomyidae,,,,,,
RODENTIA,HYSTRICOMORPHA,HYSTRICOGNATHI,,Dinomyidae,,,Dinomys,,,
